mean,iTitleList,priceList,cNum,median,links,itemCount,cTitle
3.0,"[['jackie', 'chan', 'adventures']]",[3.],1286,3.0,['https://www.huuto.net/kohteet/jackie-chan-adventures/525734768'],1,"['jackie', 'chan', 'adventures']"
1.75,"[['total', 'immersion', 'racing']]",[1.75],1287,1.75,['https://www.huuto.net/kohteet/total-immersion-racing-ps2-ale--40/521058876'],1,"['total', 'immersion', 'racing']"
5.5,"[['motocross', 'mania', '3']]",[5.5],1288,5.5,['https://www.huuto.net/kohteet/ps2-motocross-mania-3/521488490'],1,"['motocross', 'mania', '3']"
5.0,"[['dynasty', 'warriors', '4', 'empires']]",[5.],1289,5.0,['https://www.huuto.net/kohteet/dynasty-warriors-4-empires--ps2/524066538'],1,"['dynasty', 'warriors', '4', 'empires']"
8.0,"[['sega', 'bass', 'fishing', 'duel']]",[8.],1290,8.0,['https://www.huuto.net/kohteet/sega-bass-fishing-duel-ps2/525754543'],1,"['sega', 'bass', 'fishing', 'duel']"
4.0,"[['operative', 'no', 'one', 'live', 'forever']]",[4.],1291,4.0,['https://www.huuto.net/kohteet/ps2-the-operative---no-one-live-forever/522683636'],1,"['operative', 'no', 'one', 'live', 'forever']"
10.0,"[['franklin', 'birthday', 'surprise']]",[10.],1292,10.0,['https://www.huuto.net/kohteet/franklin---a-birthday-surprise-ps2/524656078'],1,"['franklin', 'birthday', 'surprise']"
7.0,"[['flatout', '2', 'airblade', 'matrix', 'lotr']]",[7.],1293,7.0,['https://www.huuto.net/kohteet/flatout-2-airblade-matrix-lotr--ps2/525241437'],1,"['flatout', '2', 'airblade', 'matrix', 'lotr']"
9.0,"[['lemony', 'snicket', 's', 'series', 'series', 'unfortunate', 'events']]",[9.],1294,9.0,['https://www.huuto.net/kohteet/lemony-snickets-a-series-a-series-unfortunate-events-ps2/524628032'],1,"['lemony', 'snicket', 's', 'series', 'unfortunate', 'events']"
3.0,"[['ps', '2', 'potc', 'legend', 'jack', 'sparrow', 'pal']]",[3.],1295,3.0,['https://www.huuto.net/kohteet/ps-2-potc-the-legend-of-jack-sparrow-cib-pal/525839362'],1,"['ps', '2', 'potc', 'legend', 'jack', 'sparrow', 'pal']"
1.5,"[['singstar', 'russian', 'hits']]",[1.5],1296,1.5,['https://www.huuto.net/kohteet/singstar-russian-hits--ps2/520691849'],1,"['singstar', 'russian', 'hits']"
2.0,"[['ps', '2', 'wrc', '2', 'extreme', 'pal']]",[2.],1297,2.0,['https://www.huuto.net/kohteet/ps-2-wrc-2-extreme-cib-pal-ei-hv/525896221'],1,"['ps', '2', 'wrc', 'extreme', 'pal']"
11.9,"[['george', 'jungle', 'postikukut']]",[11.9],1298,11.9,['https://www.huuto.net/kohteet/ps2-george-of-the-jungle-sispostikukut/522458609'],1,"['george', 'jungle', 'postikukut']"
3.0,"[['ps', '2', 'rise', 'honour'], ['rise', 'honour'], ['ps', '2', 'rise', 'honour', 'pal']]",[3. 3. 3.],1299,3.0,"['https://www.huuto.net/kohteet/ps-2-rise-to-honour/521206029', 'https://www.huuto.net/kohteet/ps2--rise-to-honour--cib-/523504903', 'https://www.huuto.net/kohteet/ps-2-rise-to-honour-cib-pal/526242551']",3,"['ps', '2', 'rise', 'honour', 'pal']"
8.6,"[['deep', 'water'], ['deep', 'water'], ['deep', 'water']]",[ 5.  17.   3.8],1300,5.0,"['https://www.huuto.net/kohteet/ps2-deep-water-uudenveroinen/525436057', 'https://www.huuto.net/kohteet/deep-water-ps2/523992840', 'https://www.huuto.net/kohteet/deep-water--ps2/526354293']",3,"['deep', 'water']"
1.95,"[['stingstar', 'pop', 'hits']]",[1.95],1301,1.95,['https://www.huuto.net/kohteet/ps2---stingstar-pop-hits-cib/526075668'],1,"['stingstar', 'pop', 'hits']"
30.0,"[['atelier', 'iris', 'eternal', 'mana']]",[30.],1302,30.0,['https://www.huuto.net/kohteet/ps2-atelier-iris-eternal-mana-cib/525780907'],1,"['atelier', 'iris', 'eternal', 'mana']"
26.0,"[['space', 'channel', '5', 'ja', 'space', 'channel', '5', 'part', '2', 'promo']]",[26.],1303,26.0,['https://www.huuto.net/kohteet/space-channel-5-ja-space-channel-5-part-2-ps2-promo/523608206'],1,"['space', 'channel', '5', 'ja', 'part', '2', 'promo']"
4.0,"[['nba', '2k10']]",[4.],1304,4.0,['https://www.huuto.net/kohteet/nba-2k10-ps2/523645563'],1,"['nba', '2k10']"
3.8333333333333335,"[['ps', '2', 'torino', '2006', 'pal'], ['torino', '2006'], ['torino', '2006']]",[4.  2.5 5. ],1305,4.0,"['https://www.huuto.net/kohteet/ps-2-torino-2006-cib-pal/525790880', 'https://www.huuto.net/kohteet/ps2-torino-2006/526099784', 'https://www.huuto.net/kohteet/torino-2006/525933183']",3,"['ps', '2', 'torino', '2006', 'pal']"
3.0,"[['tom', 'clancy', 's', 'sprinter', 'cell']]",[3.],1306,3.0,['https://www.huuto.net/kohteet/tom-clancys-sprinter-cell/525611719'],1,"['tom', 'clancy', 's', 'sprinter', 'cell']"
3.3,"[['micro', 'maniacs', 'b']]",[3.3],1307,3.3,['https://www.huuto.net/kohteet/ps2--micro-maniacs--b-/524222202'],1,"['micro', 'maniacs', 'b']"
12.0,"[['shield', 'game', 'playstation', '2'], ['shield', 'game', 'pal', 'sinetöity'], ['shield', 'game'], ['shield', 'game']]",[10.2 17.8 10.  10. ],1308,10.1,"['https://www.huuto.net/kohteet/the-shield--the-game-playstation-2--peli/522011123', 'https://www.huuto.net/kohteet/-the-shield-the-game-ps2-pal-sinetoity-lue-kuvaus/525405022', 'https://www.huuto.net/kohteet/the-shield-the-game-ps2/525910697', 'https://www.huuto.net/kohteet/ps2-the-shield---the-game/526157476']",4,"['shield', 'game', 'playstation', '2', 'pal', 'sinetöity']"
3.0,"[['pes', '3'], ['pes', '3'], ['pes', '3']]",[3. 3. 3.],1309,3.0,"['https://www.huuto.net/kohteet/pes-3-ps2/524093330', 'https://www.huuto.net/kohteet/pes-3-ps2/524765748', 'https://www.huuto.net/kohteet/pes-3-ps2/523636305']",3,"['pes', '3']"
5.5,"[['hanna', 'montana', 'spotlight', 'world', 'tour']]",[5.5],1310,5.5,['https://www.huuto.net/kohteet/ps2-hanna-montana---spotlight-world-tour/523578265'],1,"['hanna', 'montana', 'spotlight', 'world', 'tour']"
3.0,"[['ps', '2', 'world', 'championship', 'pool', '2004', 'pal']]",[3.],1311,3.0,['https://www.huuto.net/kohteet/ps-2-world-championship-pool-2004-cib-pal/526171422'],1,"['ps', '2', 'world', 'championship', 'pool', '2004', 'pal']"
20.0,"[['police', '24', '7']]",[20.],1312,20.0,['https://www.huuto.net/kohteet/police-24_7-----ps2-/522154682'],1,"['police', '24', '7']"
80.0,"[['silent', 'hill', '2', 'japani']]",[80.],1313,80.0,['https://www.huuto.net/kohteet/ps2-silent-hill-2-japani/521908274'],1,"['silent', 'hill', '2', 'japani']"
41.5,"[['impossible', 'mission'], ['mega', 'man', 'x8'], ['mega', 'man', 'x', 'command', 'mission']]",[25.  40.  59.5],1314,40.0,"['https://www.huuto.net/kohteet/impossible-mission-ps2/524408276', 'https://www.huuto.net/kohteet/mega-man-x8--ps2/524224837', 'https://www.huuto.net/kohteet/mega-man-x-command-mission-ps2/525573724']",3,"['impossible', 'mission', 'mega', 'man', 'x8', 'x', 'command']"
14.0,"[['madagascar'], ['madagascar']]",[14. 14.],1315,14.0,"['https://www.huuto.net/kohteet/madagascar-ps2-suomijulkaisu/522699005', 'https://www.huuto.net/kohteet/madagascar-ps2-suomijulkaisu/523832893']",2,['madagascar']
27.9,"[['hawk', 'kawasaki', 'racing']]",[27.9],1316,27.9,['https://www.huuto.net/kohteet/hawk-kawasaki-racing--ps2/525573723'],1,"['hawk', 'kawasaki', 'racing']"
5.75,"[['backyard', 'wrestling', 'don', 't', 'try', 'home']]",[5.75],1317,5.75,['https://www.huuto.net/kohteet/backyard-wrestling-dont-try-this-at-home-ps2/523362874'],1,"['backyard', 'wrestling', 'don', 't', 'try', 'home']"
5.0,"[['moto', 'gp', '08'], ['moto', 'gp', '08'], ['moto', 'gp', '08']]",[5. 5. 5.],1318,5.0,"['https://www.huuto.net/kohteet/moto-gp-08-ps2/521674750', 'https://www.huuto.net/kohteet/moto-gp-08-ps2/523584583', 'https://www.huuto.net/kohteet/moto-gp-08-ps2/523838738']",3,"['moto', 'gp', '08']"
5.0,"[['motorstorm', 'artic', 'edge']]",[5.],1319,5.0,['https://www.huuto.net/kohteet/ps2-motorstorm---artic-edge/525437098'],1,"['motorstorm', 'artic', 'edge']"
5.0,"[['disney', 'sign', 'it', 'high', 'school', 'musical', '3', 'senior', 'year']]",[5.],1320,5.0,['https://www.huuto.net/kohteet/ps2-disney-sign-it-high-school-musical-3-senior-year-cib/525873317'],1,"['disney', 'sign', 'it', 'high', 'school', 'musical', '3', 'senior', 'year']"
8.166666666666666,"[['curious', 'george'], ['curious', 'george'], ['curious', 'george']]",[12.   4.5  8. ],1321,8.0,"['https://www.huuto.net/kohteet/curious-george-ps2/521246754', 'https://www.huuto.net/kohteet/curious-george---ps2/525093225', 'https://www.huuto.net/kohteet/curious-george-ps2/525557734']",3,"['curious', 'george']"
10.333333333333334,"[['ps', '2', 'dynasty', 'tactics', 'b', 'pal'], ['dynasty', 'tactics', 'pal', 'sinetöity'], ['dynasty', 'tactics']]",[ 3.  22.5  5.5],1322,5.5,"['https://www.huuto.net/kohteet/ps-2-dynasty-tactics-b-pal-ei-hv/526219350', 'https://www.huuto.net/kohteet/-dynasty-tactics-ps2-pal-sinetoity-lue-kuvaus/524002715', 'https://www.huuto.net/kohteet/dynasty-tactics---ps2/524606550']",3,"['ps', '2', 'dynasty', 'tactics', 'b', 'pal', 'sinetöity']"
4.0,"[['guerrilla', 'strike']]",[4.],1323,4.0,['https://www.huuto.net/kohteet/guerrilla-strike-------ps2---uusi/526072313'],1,"['guerrilla', 'strike']"
3.95,"[['action', 'man', 't', 'o', 'm', 'alpha', 'teens', 'machines', '36', '157', 'k']]",[3.95],1324,3.95,['https://www.huuto.net/kohteet/action-man-atom-alpha-teens-on-machines36157kps2/521772854'],1,"['action', 'man', 't', 'o', 'm', 'alpha', 'teens', 'machines', '36', '157', 'k']"
4.0,"[['fame', 'academy'], ['fame', 'academy'], ['fame', 'academy']]",[5. 4. 3.],1325,4.0,"['https://www.huuto.net/kohteet/ps2-fame-academy-uudenveroinen/522684541', 'https://www.huuto.net/kohteet/ps2-peli-fame-academy/524982964', 'https://www.huuto.net/kohteet/fame-academy-ps2/523746172']",3,"['fame', 'academy']"
7.9,"[['rune', 'viking', 'warlord']]",[7.9],1326,7.9,['https://www.huuto.net/kohteet/rune-viking-warlord---ps2/524758207'],1,"['rune', 'viking', 'warlord']"
3.6,"[['colin', 'mcrae', 'rally', '4', 'playstation', '2']]",[3.6],1327,3.6,['https://www.huuto.net/kohteet/colin-mcrae-rally-4----peli--playstation-2-/525316134'],1,"['colin', 'mcrae', 'rally', '4', 'playstation', '2']"
7.5,"[['goldeneye', 'rogue', 'agent', '25', '724', 'k']]",[7.5],1328,7.5,['https://www.huuto.net/kohteet/goldeneyerogue-agent25724kps2/525176650'],1,"['goldeneye', 'rogue', 'agent', '25', '724', 'k']"
4.0,"[['ps', '2', 'singstar', 'rock', 'ballads', 'l', 'pal']]",[4.],1329,4.0,['https://www.huuto.net/kohteet/ps-2-singstar-rock-ballads-l-pal-ei-hv/526239911'],1,"['ps', '2', 'singstar', 'rock', 'ballads', 'l', 'pal']"
5.5,"[['raceway', 'drag', 'stock', 'racing']]",[5.5],1330,5.5,['https://www.huuto.net/kohteet/ps2-raceway---drag--stock-racing/525933312'],1,"['raceway', 'drag', 'stock', 'racing']"
5.0,"[['police', 'chase', 'down', 'harvinainen']]",[5.],1331,5.0,['https://www.huuto.net/kohteet/police-chase-down-ps2-uudenveroinen-harvinainen/525494742'],1,"['police', 'chase', 'down', 'harvinainen']"
16.0,"[['virtual', 'cop', 'elite', 'edition']]",[16.],1332,16.0,['https://www.huuto.net/kohteet/ps2-virtual-cop---elite-edition-uudenveroinen/521257218'],1,"['virtual', 'cop', 'elite', 'edition']"
10.25,"[['bust', 'bloc'], ['super', 'bust', 'move']]",[18.   2.5],1333,10.25,"['https://www.huuto.net/kohteet/bust-a-bloc-ps2/524513458', 'https://www.huuto.net/kohteet/ps2-super-bust-a-move/523019145']",2,"['bust', 'bloc', 'super', 'move']"
2.0,"[['motogp', '2', '422']]",[2.],1334,2.0,['https://www.huuto.net/kohteet/motogp-2---cib---ps2-422/525459654'],1,"['motogp', '2', '422']"
4.9,"[['dvd', 'region', 'x']]",[4.9],1335,4.9,['https://www.huuto.net/kohteet/ps2---dvd-region-x/525316917'],1,"['dvd', 'region', 'x']"
2.0,"[['eyetoy', 'pelit', '2', 'kpl']]",[2.],1336,2.0,['https://www.huuto.net/kohteet/eyetoy-pelit--ps2-2-kpl/525807117'],1,"['eyetoy', 'pelit', '2', 'kpl']"
7.9,"[['rhythmic', 'star', 'eyetoy']]",[7.9],1337,7.9,['https://www.huuto.net/kohteet/rhythmic-star---eyetoy-ps2--peli/521944885'],1,"['rhythmic', 'star', 'eyetoy']"
3.0,"[['madden', 'nfl', '06', 'playstation', '2', 'pal']]",[3.],1338,3.0,['https://www.huuto.net/kohteet/madden-nfl-06-playstation-2-pal/526317105'],1,"['madden', 'nfl', '06', 'playstation', '2', 'pal']"
5.0,"[['psp2', 'fifa', '08', 'dvd', 'levy']]",[5.],1339,5.0,['https://www.huuto.net/kohteet/psp2--fifa-08--peli-dvd-levy--/525613952'],1,"['psp2', 'fifa', '08', 'dvd', 'levy']"
20.0,"[['stretch', 'panic', 'playstation', '2', 'ntsc']]",[20.],1340,20.0,['https://www.huuto.net/kohteet/stretch-panic-playstation-2-ntsc/526134698'],1,"['stretch', 'panic', 'playstation', '2', 'ntsc']"
34.0,"[['need', 'speed', 'playstation', '2', 'pelipaketti', '5', 'kpl', 'pelejä']]",[34.],1341,34.0,['https://www.huuto.net/kohteet/need-for-speed-playstation-2-pelipaketti-5-kpl-peleja-cib/524648690'],1,"['need', 'speed', 'playstation', '2', 'pelipaketti', '5', 'kpl', 'pelejä']"
7.0,"[['franklin', '–', 'syntymäpäiväyllätys']]",[7.],1342,7.0,['https://www.huuto.net/kohteet/franklin--syntymapaivayllatys/525803907'],1,"['franklin', '–', 'syntymäpäiväyllätys']"
10.0,"[['jumper', 'griffin´s', 'story', 'muoveissa']]",[10.],1343,10.0,['https://www.huuto.net/kohteet/ps2---jumper---griffins-story---uusi-muoveissa/523049092'],1,"['jumper', 'griffin´s', 'story', 'muoveissa']"
21.5,"[['hobbit'], ['hobbit']]",[25. 18.],1344,21.5,"['https://www.huuto.net/kohteet/hobbit-ps2/524350174', 'https://www.huuto.net/kohteet/the-hobbit-ps2/526294068']",2,['hobbit']
10.0,"[['pelejä', '10€', 'kpl']]",[10.],1345,10.0,['https://www.huuto.net/kohteet/ps2-peleja-10_kpl/525695365'],1,"['pelejä', '10€', 'kpl']"
37.475,"[['rogue', 'galaxy', 'japan'], ['rogue', 'galaxy', 'ntsc'], ['rogue', 'galaxy'], ['rogue', 'galaxy', 'avaamaton']]",[  9.9  25.   15.  100. ],1346,20.0,"['https://www.huuto.net/kohteet/rogue-galaxy--ps2-japan/524541374', 'https://www.huuto.net/kohteet/rogue-galaxy-ntsc/526212842', 'https://www.huuto.net/kohteet/rogue-galaxy----ps2-/524339261', 'https://www.huuto.net/kohteet/rogue-galaxy---ps2---avaamaton/524143181']",4,"['rogue', 'galaxy', 'japan', 'ntsc', 'avaamaton']"
6.5,"[['lethal', 'skies', 'ii']]",[6.5],1347,6.5,['https://www.huuto.net/kohteet/ps2-lethal-skies-ii-uudenveroinen/522683647'],1,"['lethal', 'skies', 'ii']"
5.0,"[['true', 'crime', 'streets', 'l']]",[5.],1348,5.0,['https://www.huuto.net/kohteet/true-crime-streets-of-la/525772817'],1,"['true', 'crime', 'streets', 'l']"
3.5,"[['pro', 'evolution', 'soccer', '6', '25', '921', 'jalkapallo']]",[3.5],1349,3.5,['https://www.huuto.net/kohteet/pro-evolution-soccer-625921ps2jalkapallo/523453802'],1,"['pro', 'evolution', 'soccer', '6', '25', '921', 'jalkapallo']"
9.95,"[['ghostbusters', 'video', 'game', '31', '440', 'k']]",[9.95],1350,9.95,['https://www.huuto.net/kohteet/ghostbusters-the-video-game31440kps2/522790296'],1,"['ghostbusters', 'video', 'game', '31', '440', 'k']"
8.333333333333334,"[['koirat', 'dogz'], ['koirat', 'dogz'], ['koirat', 'dogz']]",[9. 8. 8.],1351,8.0,"['https://www.huuto.net/kohteet/koirat---dogz-ps2/524231025', 'https://www.huuto.net/kohteet/koirat---dogz-ps2/523543208', 'https://www.huuto.net/kohteet/koirat---dogz-ps2/520970846']",3,"['koirat', 'dogz']"
10.0,"[['dog', 's', 'life', 'koiran', 'elämää', '480']]",[10.],1352,10.0,['https://www.huuto.net/kohteet/dogs-life-koiran-elamaa---cib---ps2-480/525835973'],1,"['dog', 's', 'life', 'koiran', 'elämää', '480']"
14.133333333333333,"[['wwii', 'soldier'], ['wwii', 'soldier'], ['wwii', 'soldier']]",[12.9 16.  13.5],1353,13.5,"['https://www.huuto.net/kohteet/wwii--soldier-ps2-peli/524387110', 'https://www.huuto.net/kohteet/wwii---soldier-ps2/523985725', 'https://www.huuto.net/kohteet/wwii---soldier-ps2/525301927']",3,"['wwii', 'soldier']"
12.0,"[['bard', 's', 'tale', 'ubisoft']]",[12.],1354,12.0,['https://www.huuto.net/kohteet/bards-tale-ubisoft-ps2-cib/523871347'],1,"['bard', 's', 'tale', 'ubisoft']"
4.8,"[['fifa', '12']]",[4.8],1355,4.8,['https://www.huuto.net/kohteet/fifa-12-ps2/525618492'],1,"['fifa', '12']"
9.666666666666666,"[['deus', 'ex'], ['deus', 'ex', '460'], ['deus', 'ex']]",[11.  8. 10.],1356,10.0,"['https://www.huuto.net/kohteet/deus-ex---ps2/525127934', 'https://www.huuto.net/kohteet/deus-ex---cib---ps2-460/524388307', 'https://www.huuto.net/kohteet/ps2-peli-deus-ex/523924997']",3,"['deus', 'ex', '460']"
3.0,"[['ps', '2', 'disney', 'potc', 'world', 's', 'end', 'pal']]",[3.],1357,3.0,['https://www.huuto.net/kohteet/ps-2-disney---potc-at-worlds-end-cib-pal-ei-hv/526219303'],1,"['ps', '2', 'disney', 'potc', 'world', 's', 'end', 'pal']"
29.0,"[['art', 'fighting', 'anthology']]",[29.],1358,29.0,['https://www.huuto.net/kohteet/art-of-fighting-anthology-ps2/525774506'],1,"['art', 'fighting', 'anthology']"
7.666666666666667,"[['nhl', '2001'], ['nhl', '2001', 'playstation', '2'], ['nhl', '2001']]",[10.  3. 10.],1359,10.0,"['https://www.huuto.net/kohteet/nhl-2001-ps2/525807232', 'https://www.huuto.net/kohteet/nhl-2001-playstation-2/523844320', 'https://www.huuto.net/kohteet/nhl-2001-ps2/525807232']",3,"['nhl', '2001', 'playstation', '2']"
6.0,"[['winter', 'sports', '2008']]",[6.],1360,6.0,['https://www.huuto.net/kohteet/winter-sports-2008/526377864'],1,"['winter', 'sports', '2008']"
32.0,"[['zombie', 'virus']]",[32.],1361,32.0,['https://www.huuto.net/kohteet/zombie-virus-ps2/525497280'],1,"['zombie', 'virus']"
1.5,"[['crazy', 'taxi'], ['crazy', 'taxi']]",[2. 1.],1362,1.5,"['https://www.huuto.net/kohteet/crazy-taxi-ps2/526102854', 'https://www.huuto.net/kohteet/ps2-crazy-taxi/526194418']",2,"['crazy', 'taxi']"
12.0,"[['turtles', 'mutant', 'melee']]",[12.],1363,12.0,['https://www.huuto.net/kohteet/turtles---mutant-melee-ps2/522670002'],1,"['turtles', 'mutant', 'melee']"
5.5,"[['sing', 'star', 'rock', '11830']]",[5.5],1364,5.5,['https://www.huuto.net/kohteet/sing-star-suomi-rock----ps2--11830/521069175'],1,"['sing', 'star', 'rock', '11830']"
4.9,"[['play', 'it', 'chess', 'challenger']]",[4.9],1365,4.9,['https://www.huuto.net/kohteet/play-it-chess-challenger---ps2/525902367'],1,"['play', 'it', 'chess', 'challenger']"
5.5,"[['dance', 'fest']]",[5.5],1366,5.5,['https://www.huuto.net/kohteet/ps2-dance-fest/526198182'],1,"['dance', 'fest']"
5.0,"[['toys', 'room'], ['toys', 'room']]",[6. 4.],1367,5.0,"['https://www.huuto.net/kohteet/the-toys-room-ps2/523561649', 'https://www.huuto.net/kohteet/ps2-the-toys-room/526293413']",2,"['toys', 'room']"
5.0,"[['superbike', 'gb', '9852']]",[5.],1368,5.0,['https://www.huuto.net/kohteet/superbike-gb--ps2--9852/520793614'],1,"['superbike', 'gb', '9852']"
10.0,"[['rogue', 'ops']]",[10.],1369,10.0,['https://www.huuto.net/kohteet/rogue-ops-ps2/525844081'],1,"['rogue', 'ops']"
4.5,"[['london', 'racer', 'world', 'challenge', '10905']]",[4.5],1370,4.5,['https://www.huuto.net/kohteet/london-racer---world-challenge-----ps2--10905/522741084'],1,"['london', 'racer', 'world', 'challenge', '10905']"
5.0,"[['cricket', '07']]",[5.],1371,5.0,['https://www.huuto.net/kohteet/cricket-07-ps2/526263160'],1,"['cricket', '07']"
3.5,"[['mgs', '2', 'dvd']]",[3.5],1372,3.5,['https://www.huuto.net/kohteet/mgs-2--dvd-ps2/525134402'],1,"['mgs', '2', 'dvd']"
10.0,"[['fievel', 'american', 'tail']]",[10.],1373,10.0,['https://www.huuto.net/kohteet/fievel---an-american-tail-ps2/523989453'],1,"['fievel', 'american', 'tail']"
2.35,"[['nba', '2k3']]",[2.35],1374,2.35,['https://www.huuto.net/kohteet/nba-2k3-ps2-ale--40/522142145'],1,"['nba', '2k3']"
10.0,"[['devil', 'may', 'cry', '3', 'dante', 's', 'awakening']]",[10.],1375,10.0,['https://www.huuto.net/kohteet/ps2-devil-may-cry-3-dantes-awakening/523222787'],1,"['devil', 'may', 'cry', '3', 'dante', 's', 'awakening']"
2.0,"[['ea', 'sports', 'fight', 'night', '2004'], ['ps', '2', 'ea', 'sports', 'fight', 'night', '2004', 'b', 'pal']]",[2. 2.],1376,2.0,"['https://www.huuto.net/kohteet/ps2-ea-sports-fight-night-2004/521102903', 'https://www.huuto.net/kohteet/ps-2-ea-sports-fight-night-2004-b-pal-ei-hv/525724645']",2,"['ea', 'sports', 'fight', 'night', '2004', 'ps', '2', 'b', 'pal']"
5.0,"[['britneys', 'dance', 'beat']]",[5.],1377,5.0,['https://www.huuto.net/kohteet/ps2-britneys-dance-beat/523578239'],1,"['britneys', 'dance', 'beat']"
6.0,"[['pacific', 'warrior', 'ii', 'dogfight']]",[6.],1378,6.0,['https://www.huuto.net/kohteet/ps2-pacific-warrior-ii---dogfight/521878756'],1,"['pacific', 'warrior', 'ii', 'dogfight']"
7.0,"[['playstation', '2', 'jalkapallopeli', 'sensible', 'soccer', '2006']]",[7.],1379,7.0,['https://www.huuto.net/kohteet/playstation-2-jalkapallopeli-sensible-soccer-2006-cib/525465117'],1,"['playstation', '2', 'jalkapallopeli', 'sensible', 'soccer', '2006']"
3.55,"[['lma', 'manager', '2002']]",[3.55],1380,3.55,['https://www.huuto.net/kohteet/lma-manager-2002-ps2--40/522142176'],1,"['lma', 'manager', '2002']"
15.0,"[['capcom', 'classics', 'collection', 'vol', '1']]",[15.],1381,15.0,['https://www.huuto.net/kohteet/capcom-classics-collection-vol-1-ps2/525834509'],1,"['capcom', 'classics', 'collection', 'vol', '1']"
4.5,"[['guitar', 'hero', 'world', 'tour', '22', '080', 'k']]",[4.5],1382,4.5,['https://www.huuto.net/kohteet/guitar-hero-world-tour22080kps2/519946338'],1,"['guitar', 'hero', 'world', 'tour', '22', '080', 'k']"
4.766666666666667,"[['disney', 'pixar', 'wall', 'e'], ['disney', 'pixar', 'wall', 'e'], ['ps', '2', 'disney', 'pixar', 'wall', 'e', 'pal']]",[5.5 4.8 4. ],1383,4.8,"['https://www.huuto.net/kohteet/ps2-disney-pixar-wall-e/524460122', 'https://www.huuto.net/kohteet/disney-pixar-wall-e-ps2/526085447', 'https://www.huuto.net/kohteet/ps-2-disney-pixar-wall-e-cib-pal-ei-hv/526066370']",3,"['disney', 'pixar', 'wall', 'e', 'ps', '2', 'pal']"
3.0,"[['ps', '2', 'grand', 'theft', 'auto', '3', 'pal']]",[3.],1384,3.0,['https://www.huuto.net/kohteet/ps-2-grand-theft-auto-3-cib-pal/525508078'],1,"['ps', '2', 'grand', 'theft', 'auto', '3', 'pal']"
10.0,"[['bolt'], ['bolt'], ['bolt']]",[10. 10. 10.],1385,10.0,"['https://www.huuto.net/kohteet/bolt-ps2/521246675', 'https://www.huuto.net/kohteet/bolt-ps2/525691908', 'https://www.huuto.net/kohteet/bolt-ps2/520125049']",3,['bolt']
1.0,"[['ea', 'games', 'medal', 'honor', 'rising', 'sun']]",[1.],1386,1.0,['https://www.huuto.net/kohteet/ea-games--medal-of-honor-rising-sun/526130368'],1,"['ea', 'games', 'medal', 'honor', 'rising', 'sun']"
4.6,"[['superman', 'shadow', 'apokolips']]",[4.6],1387,4.6,['https://www.huuto.net/kohteet/superman-shadow-of-apokolipsps2/526052640'],1,"['superman', 'shadow', 'apokolips']"
20.0,"[['25', 'life']]",[20.],1388,20.0,['https://www.huuto.net/kohteet/25-to-life-ps2/526294318'],1,"['25', 'life']"
17.333333333333332,"[['taito', 'legends', '2'], ['taito', 'legends'], ['taito', 'legends']]",[17. 21. 14.],1389,17.0,"['https://www.huuto.net/kohteet/taito-legends-2---ps2/525143107', 'https://www.huuto.net/kohteet/taito-legends---ps2/524937104', 'https://www.huuto.net/kohteet/taito-legends---ps2/525141408']",3,"['taito', 'legends', '2']"
15.833333333333334,"[['singstar', 'suomihitit'], ['singstar', 'suomihitit'], ['singstar', 'suomihitit']]",[ 5.5 20.  22. ],1390,20.0,"['https://www.huuto.net/kohteet/singstar-suomihitit---ps2/524865153', 'https://www.huuto.net/kohteet/ps2-singstar-suomihitit-cib/522968518', 'https://www.huuto.net/kohteet/ps2--singstar-suomihitit-takuutoimiva/525740364']",3,"['singstar', 'suomihitit']"
4.9,"[['superstars', 'tv', 'ps3']]",[4.9],1391,4.9,['https://www.huuto.net/kohteet/superstars-tv-ps3/524795560'],1,"['superstars', 'tv', 'ps3']"
55.0,"[['metal', 'slug', 'anthology']]",[55.],1392,55.0,['https://www.huuto.net/kohteet/metal-slug-anthology-ps2-cib/526133854'],1,"['metal', 'slug', 'anthology']"
1.5,"[['lord', 'rings', 'fellowship', 'ring'], ['lord', 'rings', 'fellowship', 'ring', 'ps', '2']]",[2. 1.],1393,1.5,"['https://www.huuto.net/kohteet/ps2-the-lord-of-the-rings-fellowship-of-the-ring/524870289', 'https://www.huuto.net/kohteet/the-lord-of-the-rings---the-fellowship-of-the-ring----ps-2/525690581']",2,"['lord', 'rings', 'fellowship', 'ring', 'ps', '2']"
2.5,"[['4', 'x', '4', 'evolution']]",[2.5],1394,2.5,['https://www.huuto.net/kohteet/ps2-4-x-4-evolution/520160661'],1,"['4', 'x', 'evolution']"
11.0,"[['spider', 'man', 'friend', 'foe']]",[11.],1395,11.0,['https://www.huuto.net/kohteet/spider-man---friend-or-foe-ps2-suomijulkaisu/523869341'],1,"['spider', 'man', 'friend', 'foe']"
6.5,"[['sing', 'star', 'rock', 'ballads', '11234']]",[6.5],1396,6.5,['https://www.huuto.net/kohteet/sing-star-rock-ballads----ps2--11234/523513829'],1,"['sing', 'star', 'rock', 'ballads', '11234']"
9.5,"[['golden', 'eye', 'rogue', 'agent', 'pal']]",[9.5],1397,9.5,['https://www.huuto.net/kohteet/-golden-eye-rogue-agent-ps2-pal-lue-kuvaus/525445954'],1,"['golden', 'eye', 'rogue', 'agent', 'pal']"
